ID,Distance,Contained,NPolys
caij1234,0.3033157402023246,False,1
caka1240,0.06421418765546062,False,1
cakf1236,0.1006509105219382,False,1
cala1258,0,True,8
caml1239,0.22326863240316153,False,1
cams1241,0,True,1
cana1260,0,True,2
cand1248,0.1319312713788388,False,1
cani1243,0.061196383263641796,False,1
caol1238,1.0463459732290286,False,2
capa1241,0,True,1
capi1239,0,True,1
cara1270,0.11334592523634479,False,1
cari1279,0,True,1
cari1280,0.299111654817039,False,1
caro1242,0,True,3
caro1243,0,False,1
carr1249,0,True,1
cash1251,0.24403327274529354,False,1
casi1235,0,True,1
casu1237,0,True,1
cata1286,0,True,1
catu1242,0,True,1
cauc1241,0,True,1
cayu1241,0.17133863072347924,False,1
cayu1261,0,True,1
cayu1262,0.006722107866623695,False,1
ceba1235,0,True,2
cebu1242,0,True,42
cemu1238,0,True,1
cent1989,0,True,8
cent1992,0,True,1
cent2004,0,True,2
cent2050,0,True,1
cent2058,0,True,1
cent2084,0,True,1
cent2089,0,True,1
cent2092,2.3349803866978442,False,4
cent2100,0,True,1
cent2101,0,True,4
cent2117,0,True,2
cent2127,0,True,2
cent2136,0,True,2
cent2138,0.1613816616311476,False,1
cent2140,0,False,1
cent2194,1.0917034927412566,False,1
cerm1238,0,True,1
chac1249,0,True,1
chac1251,0,True,1
chad1249,0,False,1
chak1270,0.22696992574355326,False,3
chak1271,0.09451286456178869,False,1
chal1267,0.009897210746106026,False,1
chal1269,0.04405481096171169,False,1
chal1270,0,True,1
cham1307,0.04162236634802161,False,1
cham1309,0,True,1
cham1312,0,True,10
cham1313,0,True,1
cham1315,0.19070201787782598,False,1
chan1296,0.16257343815147984,False,2
chan1310,0.040010573229602345,False,1
chan1313,0,True,1
chan1319,0,True,1
chap1269,0,True,1
char1240,0,True,1
char1269,0.10798775139813495,False,1
chau1259,0.08500597937328017,False,1
chav1241,0,False,9
chay1248,0,True,1
chec1245,0,False,2
chee1238,0,True,2
chek1238,0,True,2
chen1259,0,True,1
chen1266,0,True,4
chep1245,0.01722223244548554,False,1
cher1271,0.06309829913211777,False,1
cher1273,0,True,1
ches1238,0.30898908190308144,False,2
chew1245,0,True,1
chey1247,2.1370108879045473,False,1
chha1249,0.5093856357342096,False,2
chhi1245,0.030690978842724505,False,1
chhu1238,0.020861817592993735,False,1
chia1262,0.7380831568583787,False,1
chib1270,0.33699298929955845,False,1
chic1270,0,True,1
chic1271,0.6178853437959024,False,1
chig1238,0,True,1
chil1275,0.013441081819842013,False,1
chil1280,0,True,2
chim1300,0,True,1
chim1301,0.2621710753330222,False,1
chim1309,0,True,1
chim1310,0.16496792938663635,False,1
chin1286,0,True,2
chin1476,0,True,1
chip1261,0,True,1
chip1262,0.13621826697706232,False,1
chit1248,0.3872126982940044,False,2
chit1274,0,True,1
chit1275,1.714215494092867,False,2
choc1276,0,True,1
choc1279,0.17175682239735748,False,1
chok1243,0.057538742707036836,False,1
chok1245,0,True,2
chol1282,0.0629833827925912,False,1
chol1283,0,True,1
chol1284,0.9674156209947503,False,1
chon1284,0,True,1
chon1285,0,True,1
chon1287,2.896151040938836,False,1
chop1243,0,True,1
chor1273,0.04790437574781739,False,1
chor1275,0,False,4
chot1239,0.0032265826733299152,False,1
chra1242,0,True,1
chru1239,0.08320815977107136,False,1
chua1250,0,True,1
chuj1250,0,True,1
chuk1273,0,True,4
chuk1274,0.15807331074769163,False,1
chum1261,0,False,3
chur1258,0,True,1
chut1247,0,True,1
chuu1238,0,True,3
chuv1255,0,True,2
chuw1238,0.04022133236023491,False,1
ciac1237,0,True,1
ciba1236,0.10351175364321959,False,3
cina1236,0,True,1
cind1241,0,False,1
cish1238,0,False,3
cita1245,0,True,1
clal1241,0,True,1
clas1252,0.580929132788594,False,3
clel1238,0,False,2
coah1252,0.6028278936154368,False,1
coas1301,0.08580092001849533,False,1
coca1262,0,True,1
coch1272,0,True,2
coco1261,0.0114082686866082,False,1
coeu1236,0,True,1
cofa1242,0,True,1
cola1237,0,True,1
colo1256,0,True,1
colu1241,0.4785709840458972,False,1
coma1245,0,True,1
come1251,0,False,1
como1258,0,True,2
como1259,0.13085190158286591,False,7
coon1239,0,False,3
coos1249,0,True,1
cota1241,0,True,2
coto1248,0.18958887779780692,False,1
cowl1242,0.0780976905400483,False,1
cree1270,2.3428118986164734,False,1
cros1244,0,True,2
crow1244,0,True,1
cruz1243,0,True,3
cuib1242,0,True,1
cuit1236,0,True,1
culi1244,2.7483615499730853,False,1
cull1235,0,True,1
cupe1243,0.3724096804049912,False,1
cuvo1236,0.019489777505499194,False,1
cuyo1237,0,True,12
czec1258,0,True,1
daas1238,0,True,1
dadi1249,0.07772065297215873,False,1
dadi1250,0,True,1
daga1275,0,True,1
dagb1246,0,True,2
daha1245,0.10905808982174638,False,2
daii1240,0,True,2
daka1243,0,True,1
dako1258,0,True,1
dakp1242,0,True,1
dalo1238,0.13395905077436382,False,1
dama1267,0.20859772750841166,False,1
dama1272,0,True,1
dame1241,0.2001766626583784,False,1
damp1237,0,True,1
dana1252,0.07977777839697073,False,1
dana1254,0,True,1
dang1260,0,True,1
dani1285,0,True,8
dann1241,0,True,3
daon1243,0,True,1
dara1250,0.1254738900824055,False,1
darf1239,0.7376127139238112,False,1
darg1241,0,True,6
dari1249,0,True,3
darl1243,0,True,1
darm1243,0.393026112736506,False,1
dass1243,0.10893919154678965,False,1
dato1239,0,True,2
daur1238,0.18517730274383667,False,6
dava1245,0,True,1
dawa1242,0.00499131780370394,False,1
dawe1237,0,True,3
dayi1244,0,True,1
dayy1236,0.1797537026677409,False,1
daza1242,1.5778983132597246,False,2
dedu1240,0,True,1
defa1248,0,True,2
dege1246,0.03953100558081445,False,2
dege1247,0.009266710807058808,False,1
dege1248,0,True,1
degg1238,0,True,2
dehu1237,0,True,1
delo1240,0.03627801900500361,False,1
demm1245,0.08000629646453979,False,1
demt1241,0,True,1
dend1242,0.2217834463002761,False,1
dend1243,0,True,1
deng1250,1.9938108245604849,False,1
deny1238,0,True,1
deor1238,0.14966236353466678,False,4
dera1245,0,True,1
dera1248,0.10918090814369133,False,1
dewo1238,0,True,1
dghw1239,0.10793585046413802,False,1
dhan1265,0.2889131887045259,False,1
dhan1270,0.4987832078088402,False,2
dhao1237,0,True,1
dhar1248,0,True,1
dhim1246,0.4878876378777544,False,1
dhud1236,0,True,1
dhun1238,0,True,1
dhur1239,0,True,1
dhuw1249,0,True,5
diaa1238,0,True,1
diba1242,0,True,1
dibi1240,0.06942905361001861,False,1
dibo1245,0,True,1
dibo1247,0,True,2
didi1258,0,True,1
dido1241,0,True,1
dier1241,0,True,1
diga1241,0,False,2
digo1243,0,False,1
diii1241,0,True,1
diji1241,0,True,1
dill1242,0,False,3
dima1251,0,True,4
dima1252,0,True,1
dimb1238,0.14195437821486317,False,2
dime1235,0.04575157927163518,False,1
dimi1244,0.006074333289273588,False,1
ding1239,0,True,2
diod1237,0,True,1
diri1252,0,True,1
diri1253,0.3782221756985826,False,2
diri1259,0.26579736814188565,False,2
disa1239,0.37144162197946345,False,1
dita1238,0,True,1
diti1235,0,True,1
dixo1238,0.04894809938173281,False,1
dizi1235,0.05688634278522376,False,1
djau1244,0,True,1
djaw1238,0,True,18
djee1236,0,True,1
djim1235,0,True,2
djin1251,0,True,1
djin1252,0,True,1
djin1253,0.019686653445813943,False,3
dobe1238,0,True,3
dobu1241,0,True,5
doee1238,0,True,1
doga1238,0,True,2
dogh1241,0,True,1
dogo1295,0,True,1
dogr1250,0,True,3
dogr1252,0,True,1
doka1242,0.04544802196814356,False,1
doko1243,0.04074511238520482,False,1
dolp1239,0.013771970518676586,False,1
doma1260,0.533215481329695,False,1
domu1245,0,True,1
domu1246,0,True,1
dond1249,0,True,1
dong1285,0,True,1
dong1290,0,False,1
dong1293,0.40860539951218455,False,1
doon1238,0.05584693677932805,False,1
dora1242,0,True,1
dori1246,0,True,1
doro1266,0,True,1
dorz1235,0.27450858850649834,False,1
dout1240,0.029821384941792085,False,1
doya1240,0,True,1
drun1238,0,True,4
dual1243,0,True,2
duan1242,0.7385194787902993,False,2
duau1237,0,True,1
dubu1240,0.011102209284506209,False,1
dudu1240,0,True,1
dugu1248,0,True,1
dugu1249,0.18829970347926808,False,4
dugw1239,0,True,1
duhw1236,0.16194059377209957,False,1
duke1237,0,True,1
dulb1238,0,True,1
duli1241,0,True,1
duma1253,0,True,1
dumb1241,0,True,1
dumi1241,0.16233478111357957,False,1
dump1242,0,True,1
dump1243,0.028975890667198443,False,1
dumu1246,0,True,1
duna1248,0,True,1
dung1252,0.11351943826605715,False,1
dung1253,1.680087818440695,False,1
dupa1235,0,True,2
dura1244,0,True,1
duri1242,0,True,1
duru1249,0.011266716304588267,False,1
dusu1271,0,True,1
dutc1256,0,True,6
duup1238,0,True,1
duwa1244,0.11923791409448103,False,1
duwe1237,0,True,1
dwan1238,0,True,1
dyaa1242,0,True,1
dyan1250,0.09109258071379098,False,1
dyan1251,0,True,1
dyir1250,0,True,1
dyul1238,0.28322896025011896,False,2
dzal1238,0,True,1
dzan1238,0,False,2
dzod1238,0.08441978352483723,False,1
dzon1239,0,True,2
east1472,0,True,1
east2304,0,True,6
east2330,0.15711633194280153,False,1
east2332,0.18715646171486916,False,2
east2333,0,True,1
east2337,0.4673633024230283,False,2
east2342,0.36161063188730297,False,1
east2357,0,True,1
east2379,0,True,1
east2403,0.2520678241571434,False,2
east2409,1.6795201663598802,False,1
east2426,1.2950625172558292,False,1
east2440,0,True,3
east2443,0,True,1
east2534,0,True,9
east2542,0,True,1
east2544,0,True,1
east2545,0.33689279655227533,False,1
east2563,0,True,5
east2652,0,True,2
east2690,1.915768178813046,False,1
east2782,0,True,1
ebir1243,0,True,3
ebri1238,0,True,1
edec1238,0.8947172342583566,False,1
edei1244,0.4249964944764652,False,1
edei1245,0.13047613035648184,False,1
eder1237,0,True,1
efik1245,0,True,3
efut1242,0.21152396091714254,False,1
egaa1242,0.00014358881910126264,False,1
eggo1239,0,True,1
egyp1253,0,True,3
eipo1242,0,True,1
eiti1240,0,True,1
ejag1239,0,True,1
ejam1238,0.020342310892673212,False,1
ekaj1238,0.010243120210415131,False,1
ekar1243,0,True,1
ekit1246,0.003428039826829171,False,1
ekpe1253,0.058599592132835526,False,1
elem1253,0.037904399963332835,False,1
elep1240,0,True,1
elip1238,0.0021715848802450763,False,1
elke1240,0.03460972563149977,False,1
eloy1241,0,True,1
